Date,JCI_RV,SP500_RV,SSE_RV,USDIDR_RV,WTI_RV,Gold_RV,VIX_Level
2002-02-15,16.33452592211597,16.499933932770052,0.0,5.520564510317956,45.00812778930743,8.405338947528945,22.37
2002-02-18,22.82531534553364,12.03934042990727,0.0,4.578971101470586,28.25890552971972,4.776010295367992,22.37
2002-02-19,23.97046279637784,17.5634048793455,0.0,5.411012791044837,29.964119715533467,11.776333730754041,24.43
2002-02-20,24.033931270211397,19.452381607259348,0.0,5.328849603507232,32.160500636221926,11.858331517844618,22.66
2002-02-21,24.574760307000545,21.017040616826282,0.0,4.352485966825938,47.572184209530626,12.567309263124095,23.8
2002-02-22,21.780255974958028,22.73592034145872,0.0,4.163329738957389,45.9917759854404,12.948794199889036,22.86
2002-02-25,15.236060197529023,27.121515600345976,11.066376440584056,4.697516756880638,49.66973816375108,12.71134209449256,21.84
2002-02-26,15.505549830924519,20.942703252910448,10.945615478396391,3.2894964026250424,58.75987376976362,13.542531190297879,21.68
2002-02-27,20.20718574309536,19.53546199751218,10.558501304553733,3.359730917633515,50.868320994457136,14.42268763241547,21.49
2002-02-28,19.93027406916256,13.32228113314575,14.071074571381333,3.5073994571841722,46.59363324059789,14.447847088029032,21.59
2002-03-01,19.798607181617506,18.470309513078472,18.710010445636712,3.819648264672584,47.35534623238655,14.328292603869226,19.96
2002-03-04,10.994037348957082,19.013567153753208,18.945479800427258,3.8714512570032458,29.69671692450856,15.017249099152428,20.5
2002-03-05,11.075005901330417,21.212388283521772,24.673603499083278,7.761226076983259,22.365784553231453,8.68851682618614,20.3
2002-03-06,26.334083858088253,21.01188664567473,24.718934405758418,6.760950449113984,19.523667427564504,8.267203936633479,19.94
2002-03-07,28.715127836656144,21.639508965285664,26.248396189661086,7.148774470244512,18.982509515185672,10.016438230385743,20.04
2002-03-08,27.358716414964505,18.07740834878003,12.69489263324199,10.631725022568,20.218164741723882,7.816291248885613,19.27
2002-03-11,28.73188720864234,13.45348090916295,12.863999749500799,11.085601361056787,19.55543105861469,10.08569684288263,19.84
2002-03-12,31.37521354165361,11.826566563378977,23.647966597560128,8.60803732757691,19.85443217522953,11.859841083703968,19.59
2002-03-13,14.141889363119578,9.976603417820982,28.856852106337442,8.266179733700115,20.32705094695834,11.791925255861829,19.46
2002-03-14,15.426453625379807,9.61322012323019,27.907689251135213,8.221554677447344,17.081464887665373,10.107816731637248,19.2
2002-03-15,14.120973092944677,12.378703444173121,34.166691095742976,6.323270048145658,18.269468708622263,10.599677517588768,18.42
2002-03-18,14.908800625406696,12.075456864297335,31.312341274876555,3.55671469066475,20.41207537990388,11.810143704264005,18.93
2002-03-19,13.399448810087774,12.308578265223963,36.59294655875877,3.098401588793225,18.44548447575091,9.877373612472587,18.16
2002-03-20,14.310565313441652,15.816442336826062,34.18931200297563,5.893629882654184,23.8695806563459,9.940031942731727,18.46
2002-03-21,7.040186371912049,15.859391075157488,30.132510421979912,5.847914312067291,32.39721207226699,7.14713170920838,18.15
2002-03-22,5.362234238005346,12.393308928323975,20.306027025009758,4.167342478033444,35.41334749740064,10.64599421399058,17.77
2002-03-25,14.1179418592167,14.52614958484452,20.136265767790025,7.361733245459308,33.189258335371996,10.803223188398702,18.48
2002-03-26,14.134634807465448,15.321996940114255,16.35321099557644,7.695698816212352,35.20780420294849,11.724442125568537,18.13
2002-03-27,12.676337895913898,13.577710384100456,13.48451972930342,14.291137700396584,32.54127511054434,15.153294264297571,17.7
2002-03-28,11.764396140824099,13.714904788207821,12.889055109375292,21.21705291782748,23.82693671599544,15.36696506343107,17.4
2002-03-29,9.447385816998597,13.424804915933573,21.995648779197126,20.967564157364386,18.726062955470585,13.66809891557535,17.4
2002-04-01,7.330088682157216,4.753444012221537,21.84098923860869,18.040761696649795,13.87628147454178,13.474195388962526,18.73
2002-04-02,7.312356402460725,8.246626269907415,21.957920891927778,14.0912192112937,18.35411039093895,12.385588428513872,19.16
2002-04-03,7.580637997722289,8.828036394211061,23.544507981533304,13.435821270336437,24.170968818825987,11.268882662911999,20.2
2002-04-04,19.670605284604473,8.207879312778479,35.4114554977988,11.594241955517118,39.94332619872553,11.770809612958798,19.78
2002-04-05,18.268676811967815,7.588411087884085,26.524732227290333,11.362509351500988,42.69036754448729,11.830625383074178,19.13
2002-04-08,18.2579605003491,8.711212113168608,26.513074084921012,10.59731488835515,39.35944564459059,11.713237988398484,19.61
2002-04-09,17.526868722131987,8.13648643000364,20.352200780814933,16.63170053875515,29.15186769448825,6.96806395717518,19.47
2002-04-10,14.275013235885616,10.760305931645645,20.49197277432379,16.328010485691248,34.68037285652295,10.07868296332013,18.19
2002-04-11,17.238651207442683,20.688199623195054,19.668306433856632,13.366268647692642,39.35049536952326,9.33767225767396,20.3
2002-04-12,17.375045529758854,22.071735556483954,19.262526216879717,12.583116263191604,54.340816248847894,8.74101580203966,19.42
2002-04-15,18.262822239514346,21.955962941532746,20.177320646363825,16.619528803774045,70.54193733172181,10.542896319255892,19.82
2002-04-16,19.53686536363895,28.860089680828374,15.16866796394427,12.226157548774149,71.74465777545929,10.06703302326259,18.11
2002-04-17,23.237643709048328,27.653934346329805,13.947708006647867,11.974349239610069,79.6311433939254,10.879080680472718,18.43
2002-04-18,25.974942550787823,19.02585802483825,10.280305109433627,11.99929268808554,70.62760425971139,12.20870643368401,19.29
2002-04-19,23.19990522443496,18.929512244817726,9.591026933532184,11.972998332229926,29.701557439244983,13.758521741752295,18.3
2002-04-22,15.885443763878179,22.15431379979667,9.427407730660944,7.857241257440008,27.186051165307532,12.23077575716508,19.77
2002-04-23,20.460481320843584,10.211977837177935,9.066402195852422,9.877862863846966,27.243325386728223,11.012676757378422,20.28
2002-04-24,16.348853756333078,9.943953694796937,8.995908418318527,12.677166766858763,13.22007220513308,8.76138316538336,20.77
2002-04-25,10.391099814882658,9.91615290535151,8.378060140345488,13.38477427989863,13.647382368229161,11.11632475577369,20.95
2002-04-26,12.765218655969877,9.209619293861145,14.452689195169322,13.215635618456027,16.15071970751732,8.518047955410841,22.14
2002-04-29,23.771300994339946,7.368813407297399,16.571709676556264,13.016505163902764,14.387895284950638,9.80125954010589,24.05
2002-04-30,24.621195722181426,15.246172632372389,15.965871653041946,10.624527757660124,18.697909665771576,13.473039117708087,21.91
2002-05-01,24.49175754088829,17.4962536422712,12.129801647969662,6.9410846701454325,25.607735396719075,13.510207582143266,20.06
2002-05-02,26.133158343562812,17.499457432780286,12.905330312883958,5.748153203821311,27.18535192263681,10.978911563863658,20.07
2002-05-03,26.101877670319425,15.943764661629674,10.655387040980402,3.2081864828120805,25.442654885292388,11.8021429645042,20.19
2002-05-06,14.145482236533114,20.301148728688723,0.8250238945964677,2.9583766708245967,23.882048767714256,12.049967846072164,22.56
2002-05-07,11.832859019124967,16.737421183667742,0.0,2.852639909420635,32.81266245799665,10.100975054075924,21.94
2002-05-08,11.578357271810914,34.18185075104335,6.5777831892314005,2.852639909420635,42.16933481324699,13.640796420783552,20.39
2002-05-09,11.193529898219582,35.887677483906316,6.428732092359959,2.4718756570500298,38.664900352284675,13.862607248190876,21.56
2002-05-10,11.947439193288677,37.124308938972725,7.08948869666952,1.578454747388273,38.547378037062906,10.3623113318937,22.41
2002-05-13,14.108105119703819,36.540704841655675,7.0278980296876075,0.6689052714413571,25.45543296510231,10.165434620832238,20.72
2002-05-14,11.61356052736814,37.53369699746796,5.374312864283718,0.6514643141399646,26.892899201574245,12.260287442078509,19.35
2002-05-15,10.058054690651051,28.712426307029766,6.133327250871373,1.9898766557407706,41.4500740552671,10.559168847340135,19.19
2002-05-16,13.35839898864677,25.467299117763964,16.731573228505844,6.239716764968511,42.229844522588834,10.41719676874566,18.5
2002-05-17,15.14088077811437,16.875892061123825,24.210750804779654,6.189299346182732,42.36303067218541,9.893999431437031,17.7
2002-05-20,14.10660910780232,20.97342263736702,24.84548860791946,5.420820603321418,39.28324601907201,15.190200973074356,19.24
2002-05-21,12.951595282663396,15.525707635739558,38.26516327098929,5.525279347641856,36.82669828599447,9.927098441564937,20.05
2002-05-22,18.628503650675718,16.446491732945102,38.842943488074425,8.23652879124376,32.023347521012816,9.934284983665679,19.58
2002-05-23,18.32909910310523,17.62912782887903,30.776834581728814,10.036754152434025,31.811439341499355,11.078727421138293,18.23
2002-05-24,19.816403332650857,17.702743628997403,31.599214258264055,10.593525997969039,26.06346872213564,15.074050732059737,18.9
2002-05-27,24.83951879576095,15.751667944897783,28.9503287351147,10.652091102988127,26.06346872213564,12.417417368085632,18.9
2002-05-28,25.326246596411075,14.882609137074802,15.749671127075688,10.435342582555375,16.634983477730287,13.236127305111799,20.31
2002-05-29,18.598544506987174,13.919908958314181,19.218947003541274,8.71537902452651,28.433770571644935,13.130898763627648,20.39
2002-05-30,8.192231939507577,7.571481371457596,17.84110247261291,4.527400916649285,38.036428864867524,10.196020637350315,20.61
2002-05-31,9.969271646159727,7.116345836186879,16.389742159708693,9.996266541916349,46.47658096510069,6.998910025813247,19.98
2002-06-03,18.26713126312463,16.43872512239848,18.2926703574737,13.040037885294506,46.433580544053974,6.801717318024691,23.37
2002-06-04,20.799873947838737,17.391032428283832,19.39171517054732,19.73972746573543,42.78193417992776,2.9565311325612273,23.89
2002-06-05,18.23778574852367,20.469621767758362,18.374581035092888,32.756938883842096,39.775412726595185,15.896835106478937,22.61
2002-06-06,19.877493778764546,23.569392344908152,39.427553848989454,33.61097378166726,26.016470189500218,18.87142552959375,24.16
2002-06-07,12.160307936206218,22.76828270825112,39.32364547485915,34.5824212580717,15.040701565021426,18.62464565850295,23.51
2002-06-10,10.609908802791953,17.205597202440273,35.20578401397348,34.10845119479395,17.140348798489736,22.033400870966826,23.72
2002-06-11,14.089028353155298,19.92818163580267,35.353897873087014,33.4356006913328,12.22416617576039,21.97957212633955,24.45
2002-06-12,17.556017946134777,18.96220580176918,29.86847549333801,22.02297432829095,22.23614880772125,17.394584587502077,24.15
2002-06-13,21.67099761078511,15.341113378599212,12.755656202655999,17.809930371282505,36.33075290968097,14.12419531015079,25.02
2002-06-14,20.13010346364672,15.284162865877889,12.877572120612026,14.86725357136761,34.24536081086072,15.414806393746527,25.96
2002-06-17,17.9765640611226,27.894122855508325,13.043414839074606,11.379410207605712,25.99766783159849,8.848787216388512,24.64
2002-06-18,23.616921684441746,23.206680708083827,18.835319223663234,10.049982745984376,38.94864075529319,9.69852551415651,24.24
2002-06-19,26.24720589826076,27.44248448894872,20.11969739789211,10.390583977044024,38.20091135075788,9.69894278129305,26.06
2002-06-20,12.712813298401278,28.230253718157666,19.81397689779263,11.771898772637536,26.5836790305725,9.266434828465865,27.48
2002-06-21,5.665208205678824,30.653114603204664,25.14531801536618,10.80034143782302,25.991062389139405,9.261690590106264,27.23
2002-06-24,3.591193426392142,15.939489186413992,60.193721956827986,10.530786408672753,32.952390857858305,6.84549304705576,26.98
2002-06-25,5.69171850121626,14.159315368806297,63.17880906450785,12.815545251553985,20.816010730955075,13.628734835646185,27.84
2002-06-26,13.966482509298423,14.797483519289589,59.043489293134684,12.43876421536685,19.623410322826736,13.590568350930209,28.42
2002-06-27,19.416033933978042,23.192389924823775,58.921813863730385,9.239179614115313,20.29889001783402,10.281618370176924,26.29
2002-06-28,19.78520786036839,19.571914959969092,60.33265225970448,10.60710240073678,21.37701237244249,12.86397174231062,25.4
2002-07-01,23.385078065406084,24.360949999929748,11.224143937855695,8.976714608329548,13.562458466658375,13.704913224089053,27.11
2002-07-02,22.85708585236543,25.952062505494734,11.8383935507478,10.026630371679506,12.219296593371547,12.547943316209086,28.96
2002-07-03,19.683819900536417,27.359744116165047,11.819660415679225,14.319603408572215,3.586886162597092,11.517015287595497,29.42
2002-07-04,28.243187270375103,20.73779454724707,13.853509446556613,18.52075557477512,1.9369578656192417,12.300439473890513,29.42
2002-07-05,30.395771407792996,37.79328998985504,13.83605268692761,18.424921776136976,1.9369578656192417,5.0481397349829695,27.11
2002-07-08,27.075423694222287,34.91953718020533,11.30691993728738,18.132297595510025,19.59519363239634,6.109884008199786,28.25
2002-07-09,24.842510713114958,36.471823697643764,10.832583122208476,17.216439441345827,19.955815223965622,11.001430344758292,30.22
2002-07-10,23.910323249859278,43.58898669629148,15.6331551459699,10.229153208208553,29.96287130323085,10.263512509550885,34.1
2002-07-11,15.417110368607792,44.67019642141094,14.396065927081006,17.10011391213084,30.015524844929235,10.614677794886353,33.85
2002-07-12,22.21516771550078,25.896992406446223,13.301517878431543,19.215814405954404,34.26910102661765,12.293271785613312,32.94
2002-07-15,20.17794909877405,26.971843883457602,10.654409832818173,20.01646563465657,26.976638315949984,14.107563823828913,35.03
2002-07-16,19.112717242349877,25.442707111573448,11.768316227831713,20.196636164627915,28.53513498105703,14.218859413841352,36.65
2002-07-17,18.87262590653682,16.70116162691048,7.379070956002066,21.743975054930303,26.122421634895574,13.503259407600096,35.45
2002-07-18,16.805947476460037,20.60415786209219,6.978155048268071,6.294992221464244,29.541378684046137,12.370969848460986,35.12
2002-07-19,15.748388276485393,28.47436702014571,7.605338853345031,7.2195507634256,25.495155445640957,18.552222155543898,38.17
2002-07-22,22.171290989222197,27.798394165513265,16.692204970852472,10.948488508792371,42.24291856088472,17.612749889342805,41.87
2002-07-23,22.45055432017954,27.712441765233528,16.58861595165199,21.909318625608893,33.95982351352868,31.746079806139043,44.92
2002-07-24,33.48554285683329,62.656841884919736,15.144120244445991,21.188889980472403,40.064723917745894,31.594930683091576,39.86
2002-07-25,23.822104781329603,61.69364144002174,14.383885476790656,19.722723915395353,39.96846287835201,31.527081267827548,39.27
2002-07-26,23.49715374636242,57.688549355421,11.501048440885338,16.8757689094925,37.607263150541385,22.455337849684398,35.51
2002-07-29,41.18461083144225,57.491405996575786,6.467907089508859,16.6208003100139,20.260070758208183,21.79574601892178,31.33
2002-07-30,44.578963684241344,44.5389932696174,6.513159213195352,20.095724772276895,26.66900147257877,14.514915745605522,31.92
2002-07-31,35.53817101796586,35.40779441485632,9.618601974829591,20.40412142099459,26.82058088741588,14.786528749038823,32.03
2002-08-01,33.24130908313374,46.947040074283926,9.69516866925616,20.45972656443997,31.06338855833199,15.844360198148905,36.95
2002-08-02,26.231358729824386,52.035864989901654,10.151213970435485,18.227138559401215,32.241358054516304,8.0462054410309,41.29
2002-08-05,19.551338194128018,32.4716756565488,9.74845002843761,15.097777022245898,33.38967744970622,6.554990461205352,45.08
2002-08-06,13.35232075597829,44.528665907016716,12.72717919789662,11.402855758325721,29.04459464694523,10.106747433851536,42.03
2002-08-07,20.598333410946026,47.76970408203202,9.050293688667399,10.802850294875354,33.11160441421961,21.21349731179577,38.73
2002-08-08,21.022857896316893,49.90714427727683,10.35712566205395,7.125856108635459,29.93549712267112,25.53540355728971,36.33
2002-08-09,22.89803991681929,43.66577815475013,11.003870099325862,5.724279665657172,28.52291031452575,25.91446260968642,35.33
2002-08-12,20.680640146496554,25.965105887184833,11.693113456939555,10.467267036721642,36.29047709777846,26.14085404723758,37.05
2002-08-13,11.394497663864723,33.58626988569984,6.2234145585109895,11.809480578826514,34.7100987629591,24.50188681705091,35.82
2002-08-14,10.353481654150253,40.81485010931982,9.663816958464155,12.677877307120758,22.159082769734017,14.853588839699418,32.36
2002-08-15,10.32263845911686,35.92873985288097,10.219353171561082,16.701408189386374,25.191175150462097,12.28740277868854,29.43
2002-08-16,8.981298896484576,36.27883698381077,11.538073809027177,16.510585518195903,24.691362211552093,8.906621581399799,28.81
2002-08-19,8.192938525827076,37.1391684271126,9.679060115986779,13.214209942525683,18.33798421912012,19.562216537575623,28.61
2002-08-20,10.91693722232926,33.06543011754008,14.468288275708456,12.864514537403322,15.743291462047617,21.861970688108602,29.59
2002-08-21,7.101043626575539,22.924275136828154,14.46512392523017,8.328790233211441,35.91159517254724,21.56512192093679,28.23
2002-08-22,10.425396745185667,23.33395418517301,10.918885515151937,6.111580658516328,30.757985968232944,19.421888124926014,27.75
2002-08-23,11.253362833515231,31.649461547677525,12.128170875281874,5.389864704660028,29.237278550091947,19.706042990219228,29.32
2002-08-26,12.398962379278954,26.722539396481682,14.461103124730595,5.696980790729783,30.045646432784363,9.818761970888508,29.89
2002-08-27,11.275252335705057,26.688089331343825,9.402429884910612,7.396107058975341,28.464009546904457,10.053273019017386,30.11
2002-08-28,16.54346819682697,26.07780330959296,9.585511275811285,7.085138649472179,23.8406494280432,12.669718293297835,33.32
2002-08-29,16.665374704832463,20.33039240378473,7.837072358229778,6.786285421316801,28.802851181122573,13.627940799148538,33.67
2002-08-30,17.952598955730473,16.7755538692123,7.945271919630943,5.5975149304490115,28.54152654814979,14.023782113878639,32.64
2002-09-02,17.84815264086825,13.722038937147099,6.422475659139461,2.9774118681225743,24.169655855233447,13.388837924137265,32.64
2002-09-03,21.148854850358227,29.187775474429458,5.302258122239762,1.3457031025454147,37.20122832823981,11.875912197449402,39.97
2002-09-04,21.844538719540253,35.12918519036258,6.579194841877587,3.271827988137572,39.406433239775446,7.937627412383848,37.44
2002-09-05,28.81237376628419,35.43579611450965,10.6717912351597,2.8237305243918556,41.013988746089346,7.4384485810066705,38.86
2002-09-06,26.175517423831113,39.82557278522011,10.571467901413778,2.684966659160868,43.73889436116314,6.019669217491208,36.33
2002-09-09,27.688246140183786,41.22093938164993,9.349960017383339,4.759056471878837,43.58228864329434,4.443018740595272,36.45
2002-09-10,22.341267047681846,21.63316819086384,8.76125042632425,6.235459941126159,17.329656474273552,12.586618668147208,35.08
2002-09-11,10.895463958666532,19.880014391374317,9.011990580120656,6.093550506455583,18.806115010651972,13.288913792770135,34.81
2002-09-12,6.296694339363478,25.67787029641856,6.855343041791529,6.170352715543897,30.349449785008346,12.007470447010665,37.5
2002-09-13,13.66279557467209,22.321420274380998,5.859913029467251,7.039879718676015,36.0775728188206,12.098028553409186,35.82
2002-09-16,11.395400471551953,20.406725133352023,10.565575884099697,3.804914319708475,36.20003339890541,11.298245949188239,36.74
2002-09-17,19.08995244107643,21.18473048561434,10.191750263477358,4.699216154038819,38.775636580969405,8.78719160181326,38.01
2002-09-18,22.575162562279587,20.34331656124556,10.580469314715241,9.165530808441433,40.8593869781602,11.319231994255572,37.52
2002-09-19,26.60230417717367,23.213512146618985,16.985252407767103,9.158563631772141,31.59904642377027,11.071412234619117,40.65
2002-09-20,26.303996800901007,22.924510961260488,17.861108766278292,8.506209919238428,21.647194976365096,8.635906749555557,38.98
2002-09-23,27.353614430420805,20.449816597651566,15.090129881274473,5.778679247184539,28.732106445738626,8.499888864098573,39.68
2002-09-24,20.211079845879425,20.014595452462345,15.259460241049636,5.650879151767137,17.9233595300504,8.290894893066337,40.52
2002-09-25,18.893439045678004,33.63381601497228,14.484217501089262,1.9092455822418175,20.720895293764606,12.806814898938025,37.33
2002-09-26,8.408001219998765,29.64727103866161,6.094229841526026,0.589724171226849,23.15625384145961,12.584069612068063,34.6
2002-09-27,8.335243883359526,38.95798708094431,4.2472906089283615,0.0,22.660527664416463,12.57480606119315,36.97
2002-09-30,12.67071572897158,39.08563828561013,4.667917566347326,3.032461116235985,7.515729507942519,16.219250668178766,39.69
2002-10-01,26.511519508794642,47.124451424840636,4.879214680638697,3.1839944146257273,12.17698151627691,15.431733109519683,34.12
2002-10-02,26.78047604991822,48.199837499307094,4.667665670423685,3.338967004857212,14.556944341761639,13.701276847715882,36.83
2002-10-03,25.927427566396048,44.54761396795958,2.7019436537823416,3.477190731879755,22.14334804608472,12.902549338091372,37.31
2002-10-04,25.731365014598193,41.56933203350766,0.0,3.477190731879755,20.828050285248164,12.809700369893187,39.46
2002-10-07,21.682081720881204,42.25490190605853,0.0,0.6434915816476864,21.273380232349815,7.695827298085223,42.64
2002-10-08,12.76598666949922,26.75883771730607,8.409684334594816,1.2475555673916834,15.085976751780969,9.204060421594363,41.02
2002-10-09,18.529580420331545,27.930199553475134,13.333435945573719,1.2668325874044655,15.233919656471418,9.961279262522572,42.13
2002-10-10,18.709834490778693,43.80474519885494,12.603938907224489,1.6507284138577856,7.800234808049428,11.674571687025937,37.55
2002-10-11,15.909383758869819,48.3254940833399,11.535547422189843,1.654960825008591,15.730735734927205,10.72786409720008,35.7
2002-10-14,67.93244175584199,41.958630515530686,13.865446006585774,26.362202222170378,23.362945793709823,12.241098690101593,36.04
2002-10-15,72.82395943338929,48.04410720205884,13.006758331717045,27.50764523780166,24.666826030364287,14.768095734179889,34.02
2002-10-16,90.97934642758698,46.033718697954924,9.437987755009951,29.78248335587389,25.441874733595203,14.794759949476855,36.0
2002-10-17,91.36968486112283,44.47770864408563,15.039734983358898,30.103119459769257,22.28449821417347,14.311496525427758,34.1
2002-10-18,93.83777660024829,40.91730897285275,15.551478359051334,29.89824775791134,20.80354470294758,15.051766908321236,33.53
2002-10-21,29.824986639974224,40.89255674210569,15.254303312607902,8.564689875408227,29.034322392485283,13.756729155715783,33.11
2002-10-22,39.49982913088872,30.804492928018586,18.339475729460656,8.585524213933123,29.22268715809853,10.33594469625126,34.09
2002-10-23,22.66659292380297,20.03127951600022,17.763249376772478,4.323434342358581,33.204269149809036,9.785938095801983,33.2
2002-10-24,22.46549530305199,21.318095912303004,13.194359072834615,3.777219069733438,32.17039173691109,8.5877898100481,34.03
2002-10-25,17.094488723557237,24.269917778145906,16.225276313801352,2.990138954588052,37.52675972499562,10.654408031422255,30.0
2002-10-28,25.629426391489137,21.45012887470833,17.71085978508771,2.6694044552176237,34.21492949069047,9.488951093531384,31.07
2002-10-29,16.531611147712237,21.08229386892887,11.886687318750134,3.0787345853809565,34.14446068444267,9.82821623004624,32.27
2002-10-30,17.233369762390183,21.922848897697463,11.535779288180906,3.898650367997092,31.459571948719635,10.065602194745939,31.23
2002-10-31,19.380577775748012,18.839077655311012,11.42999888151306,3.8918025196801764,35.914196145699876,7.892966423562544,31.14
2002-11-01,18.555600198641795,18.835472639820672,10.176899098615515,3.2722238383317537,19.004856620664178,7.091792007201211,29.3
2002-11-04,24.30442913704886,17.434432159483535,9.886429767175137,3.204249178036152,17.923142636785588,7.475731203079522,30.82
2002-11-05,35.09395372842671,12.958088475828639,13.768039286965092,1.6807119700651607,25.996179260886333,5.327845307143549,31.23
2002-11-06,38.19120403932215,12.903029254907903,14.794397607806589,1.34335647969218,26.409122645605805,4.6343340181278885,30.73
2002-11-07,35.020173156044685,24.61503390342651,14.124102385678203,1.2075461840515282,16.698117567713854,7.525955095765663,31.42
2002-11-08,35.240273355605034,22.610319353349485,24.09136687372078,1.3231523753137742,26.738562157112174,7.524417042968641,29.41
2002-11-11,13.719090038540077,24.249254792282887,22.636329854850935,3.398968346577302,29.25010677413913,7.242189546412872,31.3
2002-11-12,23.961173638431035,24.235755515661165,13.468603030619752,5.5958667873613805,21.05921766557195,8.95227625526543,30.58
2002-11-13,22.758813720603467,20.896742243363843,15.92407537540591,4.678291505587324,27.342841962580184,18.128630056143052,31.24
2002-11-14,24.47911218285282,27.117492994915978,15.266458091640107,4.048476160663792,25.975315253535868,16.442037338310758,28.67
2002-11-15,22.627484089554443,25.988178691947542,15.903789050619563,4.915721038126006,23.570064717501893,17.966397886822712,26.65
2002-11-18,26.161830592686417,20.243141973925102,15.563884435825177,4.765872961843994,42.05686487383595,18.223666246823687,27.66
2002-11-19,19.355578198702794,21.114822073160067,17.639591156087164,2.6537364466850226,43.593412425148685,15.198761959993204,27.41
2002-11-20,17.729766088001437,23.510780498759686,22.118822772824046,3.162093760981119,33.864321564305804,8.681578408952186,25.32
2002-11-21,16.18539432665856,22.132599748217217,23.890534941327473,6.053067173231843,43.24331454589154,8.554707329614677,23.81
2002-11-22,21.907281731248027,23.22765371273646,24.381745076441373,6.578359765198712,43.554359493867814,9.615003789235123,23.16
2002-11-25,13.111327795976973,19.488874855923445,25.788960735303764,6.182805856876481,34.20565895493835,11.320422630442701,24.07
2002-11-26,13.915520224929242,27.726855264616635,22.963177721945954,5.678806756603093,35.167844640167864,11.287621801674637,25.97
2002-11-27,14.20258793957187,31.118177025536053,22.931474947458003,7.276947220346102,34.22509937926813,11.138518410343092,27.25
2002-11-28,16.29392182679583,27.757595337073536,26.68948510714393,6.976482530695547,27.734566479739836,11.138518410343092,27.25
2002-11-29,11.892437780270775,27.688713862950806,27.251461032407278,6.437634841975569,25.844003020354084,6.185055733472108,27.5
2002-12-02,12.963405800229248,27.738773633733345,36.058719583149056,6.382788424389302,13.004522959215027,3.0149566674435246,27.46
