Date,JCI_ret,SP500_ret,SSE_ret,USDIDR_ret,WTI_ret,Gold_ret,VIX_ret,JCI_RV,SP500_RV,SSE_RV,USDIDR_RV,WTI_RV,Gold_RV,VIX_Level
2002-01-22,0.005431648121641113,-0.0073612299452258025,-0.006073412295768006,0.0010586594511682985,0.03278982282299097,-0.005667744538108965,0.04726654782593195,3.9470642394511173,16.049299713084245,36.681817541093416,1.5070266981751956,43.54179193272307,12.24389340562401,23.61
2002-01-23,0.012761537075842561,0.007893290082433538,0.061563363570365216,0.000384689368083203,0.04622671749523352,-0.010355386234039629,-0.0760973735436411,7.834119003856724,14.097884183154516,64.75777396592848,1.3639033332744885,56.03346185875511,6.835385232534827,21.88
2002-01-24,0.027009101176568396,0.003512676384758384,0.00788535265808489,-0.001443348819251347,0.012245050960100168,-0.0017963001057861967,-0.033933072061493444,17.30689083168955,11.805915990012172,56.0118724196134,1.6360391001843941,33.49916893638703,6.310683384859001,21.15
2002-01-25,0.014701121368864199,0.0009976031867819637,-0.0033839711336288553,0.0048030832010884355,0.014098924379501675,0.002513917646449714,-0.0066413906353778255,16.558313442826464,8.86491436154555,56.058486680851075,3.9477947646519453,29.062005504740338,8.018279810921461,21.01
2002-01-28,-0.02436738739032499,-0.00019405737090395425,-0.06543345423860915,-0.004803083201088479,0.002496880198587146,-0.0017950103545237583,0.006168465585182528,30.52678558636517,8.879880022012442,71.77041145358749,5.583857748842864,27.954391702883697,7.680715765404173,21.14
2002-01-29,0.011870824792927049,-0.029030196856704365,0.02414513275280152,-0.008704116848322821,-0.024231372344593327,0.011077476148443482,0.14136486908650733,30.64616771055013,23.301498959651564,73.63028987993694,8.135965910554045,40.17662248480963,12.36500339561207,24.35
2002-01-30,-0.005421526994871785,0.01167915198312581,0.0027461316901332615,0.0029097983673436628,-0.02169506578132995,0.0017752534397782469,-0.04751787325885351,31.714076581272092,24.57404282029466,54.49570999612718,8.766059462924337,29.2108976729324,8.358604106593022,23.22
2002-01-31,0.01609748395386526,0.014823627434913196,0.06584865419310357,-0.0009689923238813396,0.017085582587734197,0.0007092198878838839,-0.09621498177906222,27.5658146749871,27.4878159556323,75.73781185495336,8.772668164290533,30.993713758191927,7.741092125334908,21.09
2002-02-01,0.005841604923214663,-0.007103563878871382,-0.003959789350742767,0.0009689923238812569,0.04614660263578154,0.013730192811901817,0.0014214643473774466,25.769791476235422,27.838008490269434,75.77802934773143,7.391245386895754,46.32981956129755,10.885459939223985,21.12
2002-02-04,-0.006869509064194197,-0.02504831877984111,0.017054916459329203,-0.0009689923238813396,-0.016807118316381174,0.011472401162236781,0.16344179897725253,16.230481240564174,32.10658924902289,43.4227472128145,7.00536026615203,48.68126166023111,9.58934638166898,24.87
2002-02-05,-0.0015127622769069526,-0.004046680858321892,0.0045900423437291605,-0.0008728966171826382,-0.0004986287812112197,0.030300190348548642,0.02305348518121829,15.036609765537394,25.493236334880923,44.77595495394693,2.7285720079380127,43.888047244107234,18.939722023237177,25.45
2002-02-06,-0.009546186021780803,-0.005990273395554246,-0.021623421381113932,0.0018418889410640141,-0.015075662405447386,-0.0023501773449535156,0.024836356152105405,16.47137162930807,22.451444027548998,52.437903028368055,2.095696853182039,41.55571600264894,20.45353129821285,26.09
2002-02-07,-0.029659432570736336,-0.003087335144727615,0.019720777345780628,-0.005341114906629602,-0.003550599723023552,0.0073677493369331375,-0.038285925979143404,21.08777801980113,14.411814756441549,26.731964066656985,4.400476351788146,40.71472073881797,18.874984718577704,25.11
2002-02-08,0.008757166806641297,0.014749462152985195,-0.005810058603984653,-0.0019493183560496533,0.02855190192844086,0.012599636176935363,-0.07653102607897513,22.385493022915817,22.40818778254833,27.07238152794356,4.108302744086908,28.913054405165557,18.83063534653225,23.26
2002-02-11,0.004263405508117947,0.014238249295946932,0.0,-0.003910073407843001,0.05149080574509564,-0.011265858053231418,-0.06574302958570398,24.003218305395038,16.49221914422471,23.93521635867273,4.40741000831885,43.21577170766597,25.03586427542064,21.78
2002-02-12,0.0,-0.00400092466806819,0.0,-0.0034339008479155396,-0.027099352620936518,0.0019973375481617674,-0.007373305293752231,24.186427421632143,16.479627752780086,23.523495757111206,4.352521721154511,51.47135602378602,14.538975784905821,21.62
2002-02-13,-0.004700592002585658,0.009892219516300496,0.0,0.001276825788551795,0.019093658815579603,-0.004332618008955444,-0.036264863966251726,23.88530143367726,14.668409255346571,15.553053050130744,3.9965461364518773,47.88727492989184,14.94669925025726,20.85
2002-02-14,0.0059644706380961926,-0.0018165634371818111,0.0,0.004114022846324568,0.003304227693550216,0.0010015023370896004,0.04317892700164544,8.389717370776278,14.172225486723665,4.124732429479112,5.406070903413682,46.56073451928839,13.962221509099141,21.77
2002-02-15,0.022456368662275933,-0.011077810408311113,0.0,0.001660399854045788,0.013108801947780148,-0.004347105993011754,0.027187900255582303,16.33452592211597,16.499933932770052,0.0,5.520564510317956,45.00812778930743,8.405338947528945,22.37
2002-02-18,0.02844893689389391,0.0,0.0,-0.0011717607043279733,0.0,0.0,0.0,22.82531534553364,12.03934042990727,0.0,4.578971101470586,28.25890552971972,4.776010295367992,22.37
2002-02-19,-0.0035837983244075815,-0.01905420710720583,0.0,-0.0048971694344837665,-0.02974021404450772,-0.01757989831710937,0.08809110976761071,23.97046279637784,17.5634048793455,0.0,5.411012791044837,29.964119715533467,11.776333730754041,24.43
2002-02-20,-0.0048675343860010226,0.01342326648444175,0.0,0.0001963479291601621,-0.031146069909455336,-0.0030742978952960883,-0.07521062966978881,24.033931270211397,19.452381607259348,0.0,5.328849603507232,32.160500636221926,11.858331517844618,22.66
2002-02-21,0.0020243076276270444,-0.015631843866860753,0.0,0.001765398653878826,0.03973390894873632,0.003074297895296099,0.04908432507756871,24.574760307000545,21.017040616826282,0.0,4.352485966825938,47.572184209530626,12.567309263124095,23.8
2002-02-22,0.0,0.008190612357331789,0.0,0.000979432007777196,0.0014241635447710245,0.0,-0.040296922310764496,21.780255974958028,22.73592034145872,0.0,4.163329738957389,45.9917759854404,12.948794199889036,22.86
2002-02-25,-0.02216656568246891,0.017815563578214528,0.015587991888644941,-0.0036287001029444875,-0.03180991093664191,-0.0017067763146562524,-0.04564550748996026,15.236060197529023,27.121515600345976,11.066376440584056,4.697516756880638,49.66973816375108,12.71134209449256,21.84
2002-02-26,-0.0013986576950141174,-4.515934014223271e-05,0.0007486002798814692,-0.0002947968379822659,0.045005201355474436,0.017945292807564326,-0.007352974305258806,15.505549830924519,20.942703252910448,10.945615478396391,3.2894964026250424,58.75987376976362,13.542531190297879,21.68
2002-02-27,0.012874545350483131,0.0004596106007630037,0.0044882570790049856,0.0007859318608695826,-0.0032825351866060232,-0.005721031925884846,-0.00880246591702639,20.20718574309536,19.53546199751218,10.558501304553733,3.359730917633515,50.868320994457136,14.42268763241547,21.49
2002-02-28,-0.002767289603559389,-0.0028511897760654147,-0.008891936537940681,-0.0032459577017320187,0.02596344263621109,0.0013490727172564706,0.004642533872297055,19.93027406916256,13.32228113314575,14.071074571381333,3.5073994571841722,46.59363324059789,14.447847088029032,21.59
2002-03-01,-0.0023945017449341407,0.022381893065112853,-0.01464131589320554,-0.004938281640582566,0.023072726745299203,0.004371959208628318,-0.07849997364339803,19.798607181617506,18.470309513078472,18.710010445636712,3.819648264672584,47.35534623238655,14.328292603869226,19.96
2002-03-04,0.006667800829686841,0.01930389568956652,0.01601965237500191,0.0,0.006241660923476134,-0.004371959208628417,0.026694615261044552,10.994037348957082,19.013567153753208,18.945479800427258,3.8714512570032458,29.69671692450856,15.017249099152428,20.5
2002-03-05,0.008932126249072416,-0.006695735413123867,0.021559799260839754,-0.011451456979435238,0.029343029233910512,-0.009141759958094513,-0.009804000096620856,11.075005901330417,21.212388283521772,24.673603499083278,7.761226076983259,22.365784553231453,8.68851682618614,20.3
2002-03-06,0.03779427676127702,0.014405314696168034,0.0058345724745710635,-0.0030090293516189053,0.0021556378254605673,-0.0017021280705304183,-0.017893121514049332,26.334083858088253,21.01188664567473,24.718934405758418,6.760950449113984,19.523667427564504,8.267203936633479,19.94
2002-03-07,-0.009629810941557432,-0.004508025959576045,0.027525385626237575,-0.0012061515182230633,0.023830914992890327,-0.011651948140792748,0.005002511682971631,28.715127836656144,21.639508965285664,26.248396189661086,7.148774470244512,18.982509515185672,10.016438230385743,20.04
2002-03-08,0.0057519643971681534,0.005831659146809447,0.016755908109444353,0.007215183119844953,0.0029393260717144004,0.0,-0.03918079379038899,27.358716414964505,18.07740834878003,12.69489263324199,10.631725022568,20.218164741723882,7.816291248885613,19.27
2002-03-11,-0.0022947074836313325,0.0033867396100525494,0.01442850397298435,-0.007014056811846048,0.018692133012152546,0.0034411596242191387,0.029150619430451684,28.73188720864234,13.45348090916295,12.863999749500799,11.085601361056787,19.55543105861469,10.08569684288263,19.84
2002-03-12,-0.009879324610938657,-0.0022966451667546166,-0.012335900037811908,0.0025106716678114315,-0.006191970247921218,0.008551445988783081,-0.012680869900277324,31.37521354165361,11.826566563378977,23.647966597560128,8.60803732757691,19.85443217522953,11.859841083703968,19.59
2002-03-13,0.009824473794597118,-0.009906662560429698,-0.012402504283482472,0.0005013788021801545,0.0,0.0,-0.0066581551985903775,14.141889363119578,9.976603417820982,28.856852106337442,8.266179733700115,20.32705094695834,11.791925255861829,19.46
2002-03-14,-0.012758256731574137,-0.0009102218535530956,0.02537338314412965,-0.0008023267906080123,0.016427474141947996,-0.00889502956886805,-0.013450797724123217,15.426453625379807,9.61322012323019,27.907689251135213,8.221554677447344,17.081464887665373,10.107816731637248,19.2
2002-03-15,0.0,0.011314366990910117,-0.026887373042520764,0.002805331967044226,-0.002855396596404298,-0.003787231243882801,-0.041473248206574984,14.120973092944677,12.378703444173121,34.166691095742976,6.323270048145658,18.269468708622263,10.599677517588768,18.42
2002-03-18,0.003594030319440145,-0.0005232211672260349,0.0017923736484906077,-0.0025043839786164685,0.023017369886748393,0.007560173466085593,0.02731093439407049,14.908800625406696,12.075456864297335,31.312341274876555,3.55671469066475,20.41207537990388,11.810143704264005,18.93
2002-03-19,0.004179248188948914,0.004058502728113886,0.025218764293603754,-0.0005016303089888839,0.0,0.0023935726934612195,-0.04152659204808424,13.399448810087774,12.308578265223963,36.59294655875877,3.098401588793225,18.44548447575091,9.877373612472587,18.16
2002-03-20,0.011893548452539319,-0.015882235881983016,0.010247151144967706,-0.007352604005588308,-0.01407058389694233,-0.002393572693461147,0.016384855901558824,14.310565313441652,15.816442336826062,34.18931200297563,5.893629882654184,23.8695806563459,9.940031942731727,18.46
2002-03-21,0.007017221020011956,0.001509473532500469,0.0014889267187154986,-0.00222649621377953,0.03578910785158529,0.0023935726934612195,-0.01693566836384648,7.040186371912049,15.859391075157488,30.132510421979912,5.847914312067291,32.39721207226699,7.14713170920838,18.15
2002-03-22,0.008463047946340882,-0.004247950825804117,-0.009135276667787887,-0.004569695690065297,-0.013370234563171763,0.015251947916895424,-0.021158918544299743,5.362234238005346,12.393308928323975,20.306027025009758,4.167342478033444,35.41334749740064,10.64599421399058,17.77
2002-03-25,-0.011002434254823643,-0.01475973597236108,0.003345251910002078,-0.012288941134351352,-0.00954661188358,0.0003363040220025357,0.03917742404697819,14.1179418592167,14.52614958484452,20.136265767790025,7.361733245459308,33.189258335371996,10.803223188398702,18.48
2002-03-26,0.005064039367009272,0.005831690799177384,-0.015523116286025603,-0.013485681554263941,0.01625407439526316,-0.002693604322222845,-0.019121041446778512,14.134634807465448,15.321996940114255,16.35321099557644,7.695698816212352,35.20780420294849,11.724442125568537,18.13
2002-03-27,-0.0011960780039391027,0.00533493449102955,0.0028737365462033165,0.00883811315771692,0.01715441676390962,0.01870462013480735,-0.02400338518697621,12.676337895913898,13.577710384100456,13.48451972930342,14.291137700396584,32.54127511054434,15.153294264297571,17.7
2002-03-28,0.0010155120849542432,0.0024520403041292235,-0.0021531647361672296,0.016936509530898255,0.013819797680844584,0.0013227515156165315,-0.017094433359300183,11.764396140824099,13.714904788207821,12.889055109375292,21.21705291782748,23.82693671599544,15.36696506343107,17.4
2002-03-29,0.0,0.0,-0.028741802782756905,0.0,0.0,0.0,0.0,9.447385816998597,13.424804915933573,21.995648779197126,20.967564157364386,18.726062955470585,13.66809891557535,17.4
2002-04-01,0.01010496567256254,-0.0007410862919987891,0.002864517115717339,0.0,0.023734397216309183,0.0019808524139608443,0.07365631023551393,7.330088682157216,4.753444012221537,21.84098923860869,18.040761696649795,13.87628147454178,13.474195388962526,18.73
2002-04-02,0.004962311247569882,-0.008566600805891526,-0.016057866827056393,-0.005613691700633555,0.030794222098201346,0.008865597388641098,0.022698256086717227,7.312356402460725,8.246626269907415,21.957920891927778,14.0912192112937,18.35411039093895,12.385588428513872,19.16
2002-04-03,-0.0019074015806978975,-0.010043582676264734,0.00731735637111175,0.003371995224897805,-0.005066967047835067,-0.010846449802602113,0.0528578318644446,7.580637997722289,8.828036394211061,23.544507981533304,13.435821270336437,24.170968818825987,11.268882662911999,20.2
2002-04-04,0.02895856450981221,0.0008349099404052508,0.0291663937760193,-0.015212545399111346,-0.03245122509803487,-0.004969365866567443,-0.021011278212592927,19.670605284604473,8.207879312778479,35.4114554977988,11.594241955517118,39.94332619872553,11.770809612958798,19.78
2002-04-05,0.012840588728561675,-0.0032102185349839616,-0.0043073104850689155,-0.007276539382869972,-0.01739174271186922,-0.0033266830413667316,-0.03341354274240469,18.268676811967815,7.588411087884085,26.524732227290333,11.362509351500988,42.69036754448729,11.830625383074178,19.13
2002-04-08,0.011885999743790688,0.0022775607927155933,0.003668134068597759,-0.003972407481711715,0.012507269352394181,0.0013320015289408629,0.02478185675609351,18.2579605003491,8.711212113168608,26.513074084921012,10.59731488835515,39.35944564459059,11.713237988398484,19.61
2002-04-09,0.009508506244963888,-0.006678312361717748,0.016246187346916824,0.012284143644398022,-0.02865525576037606,-0.0056733007165999565,-0.00716482082414666,17.526868722131987,8.13648643000364,20.352200780814933,16.63170053875515,29.15186769448825,6.96806395717518,19.47
2002-04-10,0.026205489094048896,0.011271007599754529,0.00606008108383523,-0.008833520677524995,0.01232681248065868,0.009658692906353067,-0.06800282685407735,14.275013235885616,10.760305931645645,20.49197277432379,16.328010485691248,34.68037285652295,10.07868296332013,18.19
2002-04-11,-0.004308567183630649,-0.02397445473580448,-0.016908374357137726,-0.003136437490130272,-0.043025799369465274,0.0016559036736237243,0.10974889351771067,17.238651207442683,20.688199623195054,19.668306433856632,13.366268647692642,39.35049536952326,9.33767225767396,20.3
2002-04-12,0.014488716569447798,0.006610490799664193,0.005711954049737879,-0.000523697314927982,-0.06480501014647669,-0.00033096144601277213,-0.04431742318456278,17.375045529758854,22.071735556483954,19.262526216879717,12.583116263191604,54.340816248847894,8.74101580203966,19.42
2002-04-15,0.019407316254525728,-0.007643832732635214,-0.0057301412138442845,-0.01583982431228232,0.04584135934824128,-0.006975613736425323,0.020388066038662972,18.262822239514346,21.955962941532746,20.177320646363825,16.619528803774045,70.54193733172181,10.542896319255892,19.82
2002-04-16,0.003212146809015844,0.023148434690932918,-0.005602204460666895,0.004036546802287511,0.01214589830210812,-0.004008021397538822,-0.09022725700652001,19.53686536363895,28.860089680828374,15.16866796394427,12.226157548774149,71.74465777545929,10.06703302326259,18.11
2002-04-17,-0.01706442743875465,-0.0020405075318899054,0.0025025281884119032,-0.0003180830223500445,0.04215711894143625,0.010983635133964196,0.017515499786409813,23.237643709048328,27.653934346329805,13.947708006647867,11.974349239610069,79.6311433939254,10.879080680472718,18.43
2002-04-18,-0.013807511451820168,-0.0014217924059160907,-0.009936119040352204,-0.0042508034251946,0.00653722766456301,0.007912998757325283,0.04560705523590583,25.974942550787823,19.02585802483825,10.280305109433627,11.99929268808554,70.62760425971139,12.20870643368401,19.29
2002-04-19,-0.003853439373717801,0.0006223218137939416,0.0043115812190800025,-0.007482664522671747,0.011811911003633324,-0.00725118536453927,-0.05268576707026242,23.19990522443496,18.929512244817726,9.591026933532184,11.972998332229926,29.701557439244983,13.758521741752295,18.3
2002-04-22,0.005435843818537592,-0.015530988400682474,-0.004715191354374669,0.0034275954722674975,-0.003795070968551498,0.002312903723956673,0.07726457733515019,15.885443763878179,22.15431379979667,9.427407730660944,7.857241257440008,27.186051165307532,12.23077575716508,19.77
2002-04-23,0.013675350734393889,-0.006220620478645577,-0.0018044141074333585,0.008305872475598844,0.010966266071209594,0.0032948958968524846,0.025469541540456844,20.460481320843584,10.211977837177935,9.066402195852422,9.877862863846966,27.243325386728223,11.012676757378422,20.28
2002-04-24,0.002209096079853252,-0.007128237648521047,-0.008341631081730356,-0.01119713111548684,-0.006035476638730619,0.000986355496703767,0.023874459165038373,16.348853756333078,9.943953694796937,8.995908418318527,12.677166766858763,13.22007220513308,8.76138316538336,20.77
2002-04-25,0.0005969606614902018,-0.001519715391679715,0.0030170121465642927,0.004814130720451496,0.00903960957772507,0.012410348699696877,0.008629008480125875,10.391099814882658,9.91615290535151,8.378060140345488,13.38477427989863,13.647382368229161,11.11632475577369,20.95
2002-04-26,-0.008527090531636649,-0.013986851045849723,0.015151550503962958,-0.006961206156116701,0.01783770818602145,0.011295908393971044,0.05524728091234417,12.765218655969877,9.209619293861145,14.452689195169322,13.215635618456027,16.15071970751732,8.518047955410841,22.14
2002-04-29,-0.026467502725820474,-0.010150477256190582,0.015257368539143501,0.002147075435665208,0.01353596668519841,-0.0012845216923567388,0.08274906927127927,23.771300994339946,7.368813407297399,16.571709676556264,13.016505163902764,14.387895284950638,9.80125954010589,24.05
2002-04-30,0.015478821122980017,0.010707869876991571,0.0011621207579505534,0.0005360493293733082,-0.008392678344895795,-0.007418192379700547,-0.09319184294439505,24.621195722181426,15.246172632372389,15.965871653041946,10.624527757660124,18.697909665771576,13.473039117708087,21.91
2002-05-01,0.0012313083175688267,0.008819589567364039,0.0,0.0,-0.02035976304644996,0.0006472492135347347,-0.08821537107358572,24.49175754088829,17.4962536422712,12.129801647969662,6.9410846701454325,25.607735396719075,13.510207582143266,20.06
2002-05-02,0.009270184217568263,-0.0017502375818648642,0.0,0.0010712373814988586,-0.014692296686425726,-0.0025915142459660033,0.000498380274457352,26.133158343562812,17.499457432780286,12.905330312883958,5.748153203821311,27.18535192263681,10.978911563863658,20.07
2002-05-03,0.008088379122600037,-0.010315244888314914,0.0,-0.003217160951775575,0.013944073681073532,0.012570673189226967,0.005961269516499446,26.101877670319425,15.943764661629674,10.655387040980402,3.2081864828120805,25.442654885292388,11.8021429645042,20.19
2002-05-06,-0.00788828796929624,-0.019529428382525648,0.0,-0.0022581868835919784,-0.024243611609992853,-0.003208215777095098,0.11099099430511185,14.145482236533114,20.301148728688723,0.8250238945964677,2.9583766708245967,23.882048767714256,12.049967846072164,22.56
2002-05-07,0.009363077693418884,-0.003025461835118024,0.0,0.00010764842036340535,0.020494075908513525,0.0012845216923568405,-0.027866971782773902,11.832859019124967,16.737421183667742,0.0,2.852639909420635,32.81266245799665,10.100975054075924,21.94
2002-05-08,0.005225949015776465,0.03681776153049828,-0.009265402415100946,0.0,0.04085204666072115,-0.01097139111057798,-0.07326687026072039,11.578357271810914,34.18185075104335,6.5777831892314005,2.852639909420635,42.16933481324699,13.640796420783552,20.39
2002-05-09,0.0,-0.014654310147196552,-0.0010838809809429212,0.0,-0.0010824464343939003,0.004209169238635376,0.055795161454432564,11.193529898219582,35.887677483906316,6.428732092359959,2.4718756570500298,38.664900352284675,13.862607248190876,21.56
2002-05-10,-0.007027948234099765,-0.01693649505950453,-0.00752867235454615,-0.0005383580210780361,0.006477172699030411,0.004834820054583311,0.03866754177203938,11.947439193288677,37.124308938972725,7.08948869666952,1.578454747388273,38.547378037062906,10.3623113318937,22.41
2002-05-13,-0.012508384267058734,0.018380080318204838,-0.00874162358093124,-0.0008619761335346181,0.020238574680016847,-0.0012870014646473376,-0.07840787042155334,14.108105119703819,36.540704841655675,7.0278980296876075,0.6689052714413571,25.45543296510231,10.165434620832238,20.72
2002-05-14,0.00275895067231148,0.020923021764092643,-0.0047583382378161045,-0.0007548390933706136,0.029439355450681808,-0.010681441578147797,-0.06840699791549132,11.61356052736814,37.53369699746796,5.374312864283718,0.6514643141399646,26.892899201574245,12.260287442078509,19.35
2002-05-15,0.00048073577627774953,-0.005675615832996126,-0.011122545708461013,-0.0032414939241709557,-0.03826553807895372,0.004545462371674638,-0.008303109456182232,10.058054690651051,28.712426307029766,6.133327250871373,1.9898766557407706,41.4500740552671,10.559168847340135,19.19
2002-05-16,-0.01711014274500723,0.0065410184586181044,-0.031041406104324612,-0.00978800636616282,-0.008189470730199586,0.0035569964746546886,-0.03661857793532945,13.35839898864677,25.467299117763964,16.731573228505844,6.239716764968511,42.229844522588834,10.41719676874566,18.5
2002-05-17,0.0034541827935844825,0.0075834218340435165,0.011547072236600224,-0.006578971098042511,0.008189470730199596,0.0025789827318185776,-0.04420609250449568,15.14088077811437,16.875892061123825,24.210750804779654,6.189299346182732,42.36303067218541,9.893999431437031,17.7
2002-05-20,-0.00877463797622486,-0.013382233577621184,-0.0167045861334253,-0.005515733785302329,0.0,0.016286484849359118,0.08342680565777687,14.10660910780232,20.97342263736702,24.84548860791946,5.420820603321418,39.28324601907201,15.190200973074356,19.24
2002-05-21,-0.0030391491733648746,-0.011051057322742247,0.029767940869823834,-0.0005532503598933277,-0.04348511193973878,0.00031670625759574436,0.041237708515017964,12.951595282663396,15.525707635739558,38.26516327098929,5.525279347641856,36.82669828599447,9.927098441564937,20.05
2002-05-22,-0.026432492250352484,0.0056697136967083315,-0.014984117486167705,0.0033149201626224557,-0.020580707700020687,0.0069422809586351135,-0.023720516650214032,18.628503650675718,16.446491732945102,38.842943488074425,8.23652879124376,32.023347521012816,9.934284983665679,19.58
2002-05-23,-0.015684355795682878,0.010132467247941635,0.004541954812357454,-0.013326127246131851,-0.011406967793376478,0.014051753455650287,-0.07144004841179259,18.32909910310523,17.62912782887903,30.776834581728814,10.036754152434025,31.811439341499355,11.078727421138293,18.23
2002-05-24,0.006502935968083308,-0.01216035949378381,-0.014190917009678278,0.001396453236289317,-0.010378720878232044,-0.006532921041623072,0.03609333337502503,19.816403332650857,17.702743628997403,31.599214258264055,10.593525997969039,26.06346872213564,15.074050732059737,18.9
2002-05-27,0.011451962814427853,0.0,0.0035961224175461654,-0.005878253455346807,0.0,0.0,0.0,24.83951879576095,15.751667944897783,28.9503287351147,10.652091102988127,26.06346872213564,12.417417368085632,18.9
2002-05-28,0.0015393941725318928,-0.008589776013508788,0.0022328062072185504,-0.004220009075985155,-0.027420441016498633,0.010864610983079429,0.07195145352669659,25.326246596411075,14.882609137074802,15.749671127075688,10.435342582555375,16.634983477730287,13.236127305111799,20.31
2002-05-29,0.01374317635214094,-0.00643263149577429,-0.021872030676860117,-0.001975448645801694,0.021218870753217555,0.004620368607653711,0.0039312089940706915,18.598544506987174,13.919908958314181,19.218947003541274,8.71537902452651,28.433770571644935,13.130898763627648,20.39
2002-05-30,0.003561983751548612,-0.0028138384289613833,-0.0008424290797686514,-0.0007912734262400398,-0.040465655735487056,0.00030726686368661837,0.01073181031600377,8.192231939507577,7.571481371457596,17.84110247261291,4.527400916649285,38.036428864867524,10.196020637350315,20.61
2002-05-31,0.015647703446809096,0.0023266733453147876,-0.005125609435619505,-0.016590557549638008,0.025975486403260736,0.0030674870678618796,-0.031044621681960163,9.969271646159727,7.116345836186879,16.389742159708693,9.996266541916349,46.47658096510069,6.998910025813247,19.98
2002-06-03,-0.013122900854844988,-0.02510773097578273,-0.021597455235351927,-0.017689311476405838,-0.009512556867698554,0.0006123698905387738,0.15672137533035924,18.26713126312463,16.43872512239848,18.2926703574737,13.040037885294506,46.433580544053974,6.801717318024691,23.37
2002-06-04,-0.00946492746336157,9.416874462506659e-06,0.004819331811471567,0.012213004376233707,0.00753822256398099,0.0033613477027049274,0.02200681278695158,20.799873947838737,17.391032428283832,19.39171517054732,19.73972746573543,42.78193417992776,2.9565311325612273,23.89
2002-06-05,0.002944008283752039,0.00881106293042147,-0.01931566558549087,0.03129700672191478,-0.016338279353973934,-0.020339684237122787,-0.05506767504783978,18.23778574852367,20.469621767758362,18.374581035092888,32.756938883842096,39.775412726595185,15.896835106478937,22.61
2002-06-06,-0.013032593367784366,-0.01996170271588608,0.03973548382458835,0.013355791181555636,0.0016057811559659512,0.011453460602447946,0.06630608677673569,19.877493778764546,23.569392344908152,39.427553848989454,33.61097378166726,26.016470189500218,18.87142552959375,24.16
2002-06-07,0.0005876892888610958,-0.0015753547805544342,0.005404616105211949,-0.01897378348577899,-0.008054816002141656,-0.0009237875945636605,-0.027272510514635955,12.160307936206218,22.76828270825112,39.32364547485915,34.5824212580717,15.040701565021426,18.62464565850295,23.51
2002-06-10,-0.005192162193853238,0.0031191268419541005,-0.00805915735372519,-0.016472965509968657,-0.0167180244353586,-0.01834343365720027,0.008892711577546498,10.609908802791953,17.205597202440273,35.20578401397348,34.10845119479395,17.140348798489736,22.033400870966826,23.72
